央视直播,#genre#
逆转命运,https://hn.bfvvs.com/play/kaz19J5e/index.m3u8
编号17,https://hn.bfvvs.com/play/mbkYMXJe/index.m3u8
机械杀娃,https://hn.bfvvs.com/play/6dBDAWNa/index.m3u8
美国队长4,https://hn.bfvvs.com/play/negw1Pke/index.m3u8
电幻国度,https://hn.bfvvs.com/play/zbqgLLGe/index.m3u8
千年虫,https://v10.tlkqc.com/wjv10/202501/20/LYTnGdCkRc82/video/index.m3u8
星际迷航：31区,https://hn.bfvvs.com/play/mbkArOYe/index.m3u8
海岛巨蟒,https://hn.bfvvs.com/play/QdJ0qR9a/index.m3u8
遥远之处,https://hn.bfvvs.com/play/wdL3NW4b/index.m3u8
异形：无路可退,https://v11.tlkqc.com/wjv11/202501/20/ikZ3H9vg3e83/video/index.m3u8
毒液：最后一舞,https://hn.bfvvs.com/play/zbqzww0d/index.m3u8
寂静岛之异兽,https://hn.bfvvs.com/play/NbWMRqge/index.m3u8
世界大战：辐射,https://hn.bfvvs.com/play/QdJ5W5Pb/index.m3u8
受困旅馆,https://hn.bfvvs.com/play/9avE9rme/index.m3u8
童梦失魂夜,https://hn.bfvvs.com/play/Rb4QgpJd/index.m3u8
大都会2024,https://hn.bfvvs.com/play/NbW4rNEd/index.m3u8
遗弃之地,https://hn.bfvvs.com/play/vbm3oNGe/index.m3u8
749局,https://hn.bfvvs.com/play/wdL3jOpb/index.m3u8
异形：夺命舰,https://hn.bfvvs.com/play/QbYgwzKe/index.m3u8
挥别脑海,https://hn.bfvvs.com/play/vbmv92Od/index.m3u8
死侍与金刚狼,https://hn.bfvvs.com/play/7e5Y3VXe/index.m3u8
逆时追凶,https://hn.bfvvs.com/play/zbqzxYRd/index.m3u8
弹弓卫星,https://hn.bfvvs.com/play/zbqvP53d/index.m3u8
异度农舍,https://hn.bfvvs.com/play/NbW4vz4d/index.m3u8
寂静之地：入侵日,https://hn.bfvvs.com/play/QdJ5y1Kb/index.m3u8
屈从,https://hn.bfvvs.com/play/kazGLW5b/index.m3u8
开箱灵魂,https://v5.tlkqc.com/wjv5/202410/04/xYtVLUEjb077/video/index.m3u8
饥饿站台2,https://hn.bfvvs.com/play/zbqNp7Rd/index.m3u8
猩球崛起：新世界,https://v11.tlkqc.com/wjv11/202407/09/SQTzHprnna83/video/index.m3u8
无主之地,https://hn.bfvvs.com/play/Le35GwRb/index.m3u8
修复体,https://v7.tlkqc.com/wjv7/202408/15/mVPZsN0Bj879/video/index.m3u8
霹雳贝贝,https://hn.bfvvs.com/play/Yer8gBbO/index.m3u8
金刚归来2024,https://hn.bfvvs.com/play/mbk337Jb/index.m3u8
月球叛军：火之女,https://hn.bfvvs.com/play/Ddw61vgb/index.m3u8
月球叛军2：烙印之人,https://hn.bfvvs.com/play/1aKxlnnb/index.m3u8
假面骑士555 ,https://v12.tlkqc.com/wjv12/202407/07/mMh8EjFMRz84/video/index.m3u8
食人鱼2024,https://hn.bfvvs.com/play/QbY8KJKa/index.m3u8
挑战2023,https://v3.tlkqc.com/wjv3/202406/16/kV5sbtaR8k75/video/index.m3u8
侏罗纪入侵,https://hn.bfvvs.com/play/vbm5WErb/index.m3u8
混凝土乌托邦,https://hn.bfvvs.com/play/Rb4Prl1b/index.m3u8
异形寄生:起源,https://hn.bfvvs.com/play/wdLEB1De/index.m3u8
蜘蛛夫人：超感觉醒,https://v11.tlkqc.com/wjv11/202403/15/EHi7k0hrAY3/video/index.m3u8
科南,https://hn.bfvvs.com/play/lejr9yRe/index.m3u8
仿生超极限,https://hn.bfvvs.com/play/NbWJxBEa/index.m3u8
变体,https://hn.bfvvs.com/play/ZdPyv1ye/index.m3u8
异星战境,https://hn.bfvvs.com/play/7e5ZDGYa/index.m3u8
绝命海岛,https://hn.bfvvs.com/play/PdyNpVwe/index.m3u8
超能敢死队：冰封之城,https://hn.bfvvs.com/play/qaQzNyqb/index.m3u8
哥斯拉-1.0,https://hn.bfvvs.com/play/lejrQwze/index.m3u8
环太平洋,https://hn.bfvvs.com/play/Rb4RrG7e/index.m3u8
嗨翻时空,https://v4.tlkqc.com/wjv4/202404/26/Wqj1KUTURz76/video/index.m3u8
巨物,https://hn.bfvvs.com/play/YerrG24e/index.m3u8
阿丽塔：战斗天使,https://hn.bfvvs.com/play/5eVOk89a/index.m3u8
吞天巨鲨,https://hn.bfvvs.com/play/pen4Popb/index.m3u8
战争系列,#genre#
浴血山河,https://hn.bfvvs.com/play/mbkzOYEa/index.m3u8
南京！南京！,https://hn.bfvvs.com/play/YaOg91Ga/index.m3u8
浴血突围,https://hn.bfvvs.com/play/1aMMZ6Qa/index.m3u8
战·争,https://hn.bfvvs.com/play/PdRZArEd/index.m3u8
护航2023,https://hn.bfvvs.com/play/1aMv2Gmb/index.m3u8
志愿军：存亡之战,https://hn.bfvvs.com/play/xe7Q6wAb/index.m3u8
冲锋2024,https://hn.bfvvs.com/play/6dB46A2a/index.m3u8
突进夹金山,https://v12.tlkqc.com/wjv12/202410/02/f5TXeb9aPm84/video/index.m3u8
猎杀：生死突围,https://hn.bfvvs.com/play/NbWDj2nd/index.m3u8
血战台儿庄,https://v8.tlkqc.com/wjv8/202401/09/6csQ2PUjSQ1/video/index.m3u8
浴血突围1942,
吞天天巨鲨,https://hn.bfvvs.com/play/pen4Popb/index.m3u8
海王2：失落的王国,https://hn.bfvvs.com/play/YaOvpXNe/index.m3u8


动作电影01,#genre#
动作片-打黑,https://hd.ijycnd.com/play/Xe062L5b/index.m3u8
动作片-尼斯警花,https://hd.ijycnd.com/play/YaOrZ4Le/index.m3u8
动作片-钻石女王,https://hd.ijycnd.com/play/9aA51nPa/index.m3u8
动作片-枪手,https://hd.ijycnd.com/play/1aMpZ23e/index.m3u8
动作片-弯刀,https://hd.ijycnd.com/play/QeZJ8XRe/index.m3u8
动作片-同盟,https://hd.ijycnd.com/play/YerwRZpa/index.m3u8
动作片-重见天日,https://hd.ijycnd.com/play/lejlRDyb/index.m3u8
动作片-龙卷风 1996,https://hd.ijycnd.com/play/QbY7xO9e/index.m3u8
动作片-龙卷风 2024,https://hd.ijycnd.com/play/mep3Gm1d/index.m3u8
动作片-复仇长官,https://hd.ijycnd.com/play/pen3BQPa/index.m3u8
动作片-热血天使,https://hd.ijycnd.com/play/Pdy3ZOga/index.m3u8
动作片-跨界任务,https://hd.ijycnd.com/play/Yer3jjWa/index.m3u8
动作片-快人一步,https://hd.ijycnd.com/play/mep347Xd/index.m3u8
动作片-大官 小官,https://hd.ijycnd.com/play/BeXWQrvd/index.m3u8
动作片-亡命赌注,https://hd.ijycnd.com/play/YaOwNgBa/index.m3u8
动作片-热血杀手,https://hd.ijycnd.com/play/lej3oG5a/index.m3u8
动作片-纨绔子弟 电影版2,https://hd.ijycnd.com/play/lej3pGYa/index.m3u8
动作片-澳门往事之猛虎过江,https://hd.ijycnd.com/play/Xe0x6XNe/index.m3u8
动作片-沙漠袭击,https://hd.ijycnd.com/play/5eVEEZMd/index.m3u8
动作片-醉后一拳,https://hd.ijycnd.com/play/pen3164a/index.m3u8
动作片-殊死一搏,https://hd.ijycnd.com/play/Pdy3BkVa/index.m3u8
动作片-哪吒·魔童归来,https://hd.ijycnd.com/play/pen3Apla/index.m3u8
动作片-龙拳小子2,https://hd.ijycnd.com/play/Yer3WV2a/index.m3u8
动作片-逃脱,https://hd.ijycnd.com/play/YaOw0WYa/index.m3u8
动作片-赊刀人,https://hd.ijycnd.com/play/QeZLn98b/index.m3u8
动作片-谈判专家,https://hd.ijycnd.com/play/YaOwDMra/index.m3u8
动作片-死亡狩猎,https://hd.ijycnd.com/play/lej3Pxya/index.m3u8
动作片-东哥闯东北,https://hd.ijycnd.com/play/nel3PqVd/index.m3u8
动作片-卑劣的街头,https://hd.ijycnd.com/play/YaOw26Ya/index.m3u8
动作片-寻龙迷棺,https://hd.ijycnd.com/play/QeZLD36b/index.m3u8
动作片-绝地战警：生死与共,https://hd.ijycnd.com/play/DbDg7L6a/index.m3u8
动作片-柔板,https://hd.ijycnd.com/play/1aMrXGQb/index.m3u8
动作片-我的间谍2：永恒之城,https://hd.ijycnd.com/play/1aMrNyPb/index.m3u8
动作片-驾驶,https://hd.ijycnd.com/play/lej3O5la/index.m3u8
动作片-黄河水怪,https://hd.ijycnd.com/play/Rb4BkR1e/index.m3u8
动作片-假面骑士555 20周年 天堂・重获,https://hd.ijycnd.com/play/Ddw3rAJd/index.m3u8
动作片-刺杀敢死队,https://hd.ijycnd.com/play/DbDg82Ba/index.m3u8
动作片-星光继承者：公主反叛联盟,https://hd.ijycnd.com/play/rb20WDNe/index.m3u8
动作片-绝地战警,https://hd.ijycnd.com/play/QeZL4k6b/index.m3u8
动作片-哥斯拉大战金刚2：帝国崛起,https://hd.ijycnd.com/play/BeXWjpmd/index.m3u8
动作片-比佛利山超级警探4,https://hd.ijycnd.com/play/Yer1J4wd/index.m3u8
动作片-遍地狼烟,https://hd.ijycnd.com/play/yb8VpL2e/index.m3u8
动作片-寿喜烧西部片,https://hd.ijycnd.com/play/pen1EG4d/index.m3u8
动作片-呼吸,https://hd.ijycnd.com/play/nel1Bp6a/index.m3u8
动作片-黄海,https://hd.ijycnd.com/play/QeZ1JrEd/index.m3u8
动作片-关中诡事之雾隐藏棺,https://hd.ijycnd.com/play/rb2MMBja/index.m3u8
动作片-归零地,https://hd.ijycnd.com/play/Xe0KZkNd/index.m3u8
动作片-荒野女囚,https://hd.ijycnd.com/play/Ddw1Lk8a/index.m3u8
动作片-疯狂的麦克斯：狂暴女神,https://hd.ijycnd.com/play/mep15pVa/index.m3u8
动作电影02,#genre#
动作片-血战铜锣湾2,https://hd.ijycnd.com/play/QeZ1Qngd/index.m3u8
动作片-黑暗森林,https://hd.ijycnd.com/play/mep1D7pa/index.m3u8
动作片-狙击精英之纳米危机,https://hd.ijycnd.com/play/1aKDo5Mb/index.m3u8
动作片-九龙城寨,https://hd.ijycnd.com/play/QbYNOpdz/index.m3u8
动作片-九龙城寨之围城 普通话版,https://hd.ijycnd.com/play/YaOKpxYa/index.m3u8
动作片-九龙城寨之围城 粤语版,https://hd.ijycnd.com/play/lej1W4Pd/index.m3u8
动作片-触发警报,https://hd.ijycnd.com/play/qaQMrRZa/index.m3u8
动作片-锦衣卫 梁家仁版,https://hd.ijycnd.com/play/PdRoNYeG/index.m3u8
动作片-李诺的梦想,https://hd.ijycnd.com/play/9b6QNzNa/index.m3u8
动作片-三叉戟,https://hd.ijycnd.com/play/mep1mXya/index.m3u8
动作片-大侦探福尔摩斯2：诡影游戏,https://hd.ijycnd.com/play/PdROOLeG/index.m3u8
动作片-荣耀法则,https://hd.ijycnd.com/play/Le3QkAAb/index.m3u8
动作片-寒鸦,https://hd.ijycnd.com/play/YaOKGxra/index.m3u8
动作片-冰封侠：时空行者 普通话版,https://hd.ijycnd.com/play/yb8Zn23e/index.m3u8
动作片-战心时刻,https://hd.ijycnd.com/play/Rb4O2Wna/index.m3u8
动作片-速度与激情10,https://hd.ijycnd.com/play/negDP46a/index.m3u8
动作片-职业杀手,https://hd.ijycnd.com/play/lej1YLld/index.m3u8
动作片-丛林追击,https://hd.ijycnd.com/play/QeZ1YQwd/index.m3u8
动作片-制暴 2024,https://hd.ijycnd.com/play/Yer1RAkd/index.m3u8
动作片-福星威龙,https://hd.ijycnd.com/play/6dBLVka7/index.m3u8
动作片-美人鱼战队,https://hd.ijycnd.com/play/xe7Llra7/index.m3u8
动作片-沉默者(普通话版),https://hd.ijycnd.com/play/Le3J29d6/index.m3u8
动作片-叉手,https://hd.ijycnd.com/play/negMzYbw/index.m3u8
动作片-杀手寓言,https://hd.ijycnd.com/play/zbqLO3ap/index.m3u8
动作片-小人物,https://hd.ijycnd.com/play/xe7JZBd7/index.m3u8
动作片-航班蛇患（国语版）,https://hd.ijycnd.com/play/RdGmyv7a/index.m3u8
动作片-精武少年,https://hd.ijycnd.com/play/qaQz3Glb/index.m3u8
动作片-谜误,https://hd.ijycnd.com/play/DdwLP6ge/index.m3u8
动作片-玩命快递3,https://hd.ijycnd.com/play/MvbmQ0bY/index.m3u8
动作片-卢纳将军,https://hd.ijycnd.com/play/YerDP36b/index.m3u8
动作片-动作巨星2,https://hd.ijycnd.com/play/nelwJ45d/index.m3u8
动作片-动作巨星,https://hd.ijycnd.com/play/YerDPxKb/index.m3u8
动作片-仿生超极限,https://hd.ijycnd.com/play/QeZMAXQd/index.m3u8
动作片-绝地狙击,https://hd.ijycnd.com/play/PdyNq9we/index.m3u8
动作片-绝杀招式,https://hd.ijycnd.com/play/QeZM262d/index.m3u8
动作片-刺客,https://hd.ijycnd.com/play/Xe0ZGOGb/index.m3u8
动作片-所罗门王凯恩,https://hd.ijycnd.com/play/9b61ZkOa/index.m3u8
动作片-风速极战,https://hd.ijycnd.com/play/yb8Z4X2e/index.m3u8
动作片-异星战境,https://hd.ijycnd.com/play/yb8ZJLje/index.m3u8
动作片-冰封：重生之门,https://hd.ijycnd.com/play/QdJAm2bO/index.m3u8
动作片-暗影守卫,https://hd.ijycnd.com/play/BeXKKyod/index.m3u8
动作片-犯罪都市3,https://hd.ijycnd.com/play/PdyNNYze/index.m3u8
动作片-犯罪都市2,https://hd.ijycnd.com/play/mepAAMXa/index.m3u8
动作片-犯罪都市,https://hd.ijycnd.com/play/lejrrDYe/index.m3u8
动作片-灭世男孩,https://hd.ijycnd.com/play/nelww61d/index.m3u8
动作片-套现,https://hd.ijycnd.com/play/QeZMMw2d/index.m3u8
动作片-借命人,https://hd.ijycnd.com/play/QeZMQ4Ed/index.m3u8
动作片-冰封侠：时空行者 粤语版,https://hd.ijycnd.com/play/rb2ZP4zb/index.m3u8
动作片-异域狼孩,https://hd.ijycnd.com/play/9av0pZ5d/index.m3u8
动作电影03,#genre#
动作片-终极追捕,https://hd.ijycnd.com/play/PdRAD80b/index.m3u8
动作片-神秘的大佛,https://hd.ijycnd.com/play/zbqB9J0d/index.m3u8
动作片-誓言,https://hd.ijycnd.com/play/Qe1ZDEZa/index.m3u8
动作片-行动代号 黑衣人,https://hd.ijycnd.com/play/negoGZje/index.m3u8
动作片-燃烧,https://hd.ijycnd.com/play/oeEk7LWb/index.m3u8
动作片-怒火战猴,https://hd.ijycnd.com/play/ZdPygYye/index.m3u8
动作片-精舞门,https://hd.ijycnd.com/play/wdLyNwXe/index.m3u8
动作片-新倩女幽魂,https://hd.ijycnd.com/play/7axn5Bdy/index.m3u8
动作片-城市猎人,https://hd.ijycnd.com/play/9av4Gm5d/index.m3u8
动作片-铁镖,https://hd.ijycnd.com/play/Le3D5Mna/index.m3u8
动作片-迷雾刺杀,https://hd.ijycnd.com/play/NbWNDMXa/index.m3u8
动作片-火线狙击,https://hd.ijycnd.com/play/vbm45oRa/index.m3u8
动作片-绣村刀之厨神,https://hd.ijycnd.com/play/wdLyrQ4e/index.m3u8
动作片-史前怪兽 2024,https://hd.ijycnd.com/play/6dB0ZDJa/index.m3u8
动作片-魔女2,https://hd.ijycnd.com/play/xe7Kr71e/index.m3u8
动作片-哈奴曼,https://hd.ijycnd.com/play/NbWNrlga/index.m3u8
动作片-绣春刀：无间炼狱,https://hd.ijycnd.com/play/QbYPJNOa/index.m3u8
动作片-米勒上尉,https://hd.ijycnd.com/play/zbq4rq2a/index.m3u8
动作片-伤痕累累,https://hd.ijycnd.com/play/7ax4BWqa/index.m3u8
动作片-麦客,https://hd.ijycnd.com/play/Le3DpJpa/index.m3u8
动作片-一眉归来,https://hd.ijycnd.com/play/NbWNlBoa/index.m3u8
动作片-火之谜,https://hd.ijycnd.com/play/zbq45wra/index.m3u8
动作片-端溪奇案,https://hd.ijycnd.com/play/xbo48kLd/index.m3u8
动作片-脂粉双雄,https://hd.ijycnd.com/play/Le3DY9Aa/index.m3u8
动作片-酒店危机,https://hd.ijycnd.com/play/9av4ly0d/index.m3u8
动作片-危险证据,https://hd.ijycnd.com/play/ZdPD711d/index.m3u8
动作片-三个火枪手：米莱迪,https://hd.ijycnd.com/play/9avBKK8a/index.m3u8
动作片-僵尸启示录：救赎,https://hd.ijycnd.com/play/QdJgL0Pe/index.m3u8
动作片-前哨,https://hd.ijycnd.com/play/ZdPoROWb/index.m3u8
动作片-最终兵器：弓,https://hd.ijycnd.com/play/QbYA4n9b/index.m3u8
动作片-前哨2：黑太阳,https://hd.ijycnd.com/play/kazJ0E7a/index.m3u8
动作片-幻影战士,https://hd.ijycnd.com/play/xborEABa/index.m3u8
动作片-复仇杀神,https://hd.ijycnd.com/play/negjv7Gd/index.m3u8
动作片-麻辣教师GTO 复活,https://hd.ijycnd.com/play/xborMzKa/index.m3u8
动作片-觅渡,https://hd.ijycnd.com/play/vbmpKpOa/index.m3u8
动作片-天坑鹰猎,https://hd.ijycnd.com/play/wdLkjmgb/index.m3u8
动作片-孤胆,https://hd.ijycnd.com/play/zbq0Nq3a/index.m3u8
动作片-猎者之心,https://hd.ijycnd.com/play/ZdPovmyb/index.m3u8
动作片-养蜂人 （英语版）,https://hd.ijycnd.com/play/xe7rGZyd/index.m3u8
动作片-养蜂人（普通话版）,https://hd.ijycnd.com/play/mbkn3vNa/index.m3u8
动作片-扫黑行动之黄金,https://hd.ijycnd.com/play/wdLkkmvb/index.m3u8
动作片-战士,https://hd.ijycnd.com/play/NbWyrrve/index.m3u8
动作片-我是狂怒,https://hd.ijycnd.com/play/PdRqy7Kb/index.m3u8
动作片-露梁海战,https://hd.ijycnd.com/play/PdRqJXYb/index.m3u8
动作片-新威龙杀阵,https://hd.ijycnd.com/play/QdJgRpve/index.m3u8
动作片-极拳攻缉,https://hd.ijycnd.com/play/6dBJy7Xd/index.m3u8
动作片-安全屋,https://hd.ijycnd.com/play/QbYAxo2b/index.m3u8
动作片-十三太保之风云再起,https://hd.ijycnd.com/play/0dNmjJLb/index.m3u8
动作片-牡丹令,https://hd.ijycnd.com/play/mbknMOXa/index.m3u8
动作电影04,#genre#
动作片-潜行 普通话版,https://hd.ijycnd.com/play/xbor7NKa/index.m3u8
动作片-红色星球,https://hd.ijycnd.com/play/PdRq8xLb/index.m3u8
动作片-周公伏妖,https://hd.ijycnd.com/play/kazJBWqa/index.m3u8
动作片-承包商,https://hd.ijycnd.com/play/xborOEja/index.m3u8
动作片-怪物来袭,https://hd.ijycnd.com/play/7e5pLJqd/index.m3u8
动作片-打怪,https://hd.ijycnd.com/play/zbq0QO7a/index.m3u8
动作片-临时劫案 粤语版,https://hd.ijycnd.com/play/wdLkg0pb/index.m3u8
动作片-少女斗恶龙,https://hd.ijycnd.com/play/mbknRyJa/index.m3u8
动作片-临时劫案,https://hd.ijycnd.com/play/NbWy6Xve/index.m3u8
动作片-阿盖尔：神秘特工,https://hd.ijycnd.com/play/QdJMJvgb/index.m3u8
动作片-花千骨电影版,https://hd.ijycnd.com/play/oeEEA4We/index.m3u8
动作片-特种突袭之觉醒,https://hd.ijycnd.com/play/ZdPkP1yb/index.m3u8
动作片-空军一号坠落,https://hd.ijycnd.com/play/xbooMw3b/index.m3u8
动作片-极速搏杀,https://hd.ijycnd.com/play/mbkkYqXb/index.m3u8
动作片-勇敢的王后,https://hd.ijycnd.com/play/vbmm1knb/index.m3u8
动作片-倒数救援战,https://hd.ijycnd.com/play/QdJM4lDb/index.m3u8
动作片-周处除三害,https://hd.ijycnd.com/play/vbmmr09b/index.m3u8
动作片-奥密克戎杀手,https://hd.ijycnd.com/play/vbmmvoGb/index.m3u8
动作片-真是兄弟,https://hd.ijycnd.com/play/0dNg4ove/index.m3u8
动作片-情人看刀,https://hd.ijycnd.com/play/xe7m4prb/index.m3u8
动作片-浑身是胆,https://hd.ijycnd.com/play/wdLO4vAb/index.m3u8
动作片-红右手,https://hd.ijycnd.com/play/9avyAAge/index.m3u8
动作片-罪恶名单,https://hd.ijycnd.com/play/mbkkmjvb/index.m3u8
动作片-堕落之堡,https://hd.ijycnd.com/play/zbqq3vyb/index.m3u8
动作片-布莱泽奥特曼电影版：大怪兽首都激战 普通话版,https://hd.ijycnd.com/play/7e5kpGZb/index.m3u8
动作片-布莱泽奥特曼电影版：大怪兽首都激战,https://hd.ijycnd.com/play/negOj4le/index.m3u8
动作片-怒潮 2023,https://hd.ijycnd.com/play/kazDJNmd/index.m3u8
动作片-勿杀,https://hd.ijycnd.com/play/NbWrrrna/index.m3u8
动作片-古楼镇陵宫,https://hd.ijycnd.com/play/xboooYkb/index.m3u8
动作片-深渊鲨难,https://hd.ijycnd.com/play/PdRmy1Kb/index.m3u8
动作片-战锋对决,https://hd.ijycnd.com/play/oeEEglge/index.m3u8
动作片-仙剑奇侠传前传：酒剑仙,https://hd.ijycnd.com/play/wdLOzM4b/index.m3u8
动作片-缉恶,https://hd.ijycnd.com/play/kazDz0Yd/index.m3u8
动作片-灭灯军团,https://hd.ijycnd.com/play/Qe1ONNob/index.m3u8
动作片-康斯坦丁,https://hd.ijycnd.com/play/zbqqnApb/index.m3u8
动作片-惊天激战,https://hd.ijycnd.com/play/0dNgRWme/index.m3u8
动作片-巴比伦故事,https://hd.ijycnd.com/play/mbkkMK5b/index.m3u8
动作片-持枪的女孩,https://hd.ijycnd.com/play/Le3gEJ4e/index.m3u8
动作片-龙城谜案,https://hd.ijycnd.com/play/Le3gYoQe/index.m3u8
动作片-乔拉姆,https://hd.ijycnd.com/play/9avyZmne/index.m3u8
动作片-泰特汉堡,https://hd.ijycnd.com/play/7axA1VPb/index.m3u8
动作片-父仇,https://hd.ijycnd.com/play/kazDPq7d/index.m3u8
动作片-军犬 Leap,https://hd.ijycnd.com/play/0dNGOzeL/index.m3u8
动作片-肮脏的南方小镇,https://hd.ijycnd.com/play/mbkxYnrd/index.m3u8
动作片-大冒险王之金丝玉盘,https://hd.ijycnd.com/play/negqR6Gb/index.m3u8
动作片-疯子老爸,https://hd.ijycnd.com/play/Qe1oJNPb/index.m3u8
动作片-荒野,https://hd.ijycnd.com/play/NbWE4Goe/index.m3u8
动作片-爆裂点 粤语版,https://hd.ijycnd.com/play/vbmzJXrd/index.m3u8
动作电影04,#genre#
动作片-爆裂点,https://hd.ijycnd.com/play/vbmzJGGd/index.m3u8
动作片-挡马夺刀,https://hd.ijycnd.com/play/7e5v5Mxa/index.m3u8
动作片-海王2：失落的王国 英语版,https://hd.ijycnd.com/play/7ax0g8Pa/index.m3u8
动作片-画江湖之不良帅,https://hd.ijycnd.com/play/NbWEVOJe/index.m3u8
动作片-星门深渊,https://hd.ijycnd.com/play/wdLpE9wd/index.m3u8
动作片-海王2：失落的王国,https://hd.ijycnd.com/play/PdRyvKRb/index.m3u8
动作片-斗阵60分,https://hd.ijycnd.com/play/ZdPwVGyb/index.m3u8
动作片-地狱犬,https://hd.ijycnd.com/play/Qe1oN2Gb/index.m3u8
动作片-西装暴徒,https://hd.ijycnd.com/play/vbmzPL0d/index.m3u8
动作片-惊奇队长2,https://hd.ijycnd.com/play/vbmzn6Ed/index.m3u8
动作片-东京复仇者2 血腥万圣节篇-决战,https://hd.ijycnd.com/play/xe7xwAra/index.m3u8
动作片-复仇铁拳,https://hd.ijycnd.com/play/7e5vMDYa/index.m3u8
动作片-协商,https://hd.ijycnd.com/play/QbYJZKAd/index.m3u8
动作片-无间毒票,https://hd.ijycnd.com/play/vbmz00pd/index.m3u8
动作片-偷破天际线,https://hd.ijycnd.com/play/kaz84pqd/index.m3u8
动作片-王牌杀姬,https://hd.ijycnd.com/play/vbmzXz9d/index.m3u8
动作片-一击2：城市混战,https://hd.ijycnd.com/play/ZdPwW62b/index.m3u8
动作片-一击,https://hd.ijycnd.com/play/kaz8YqOd/index.m3u8
动作片-王者天下3,https://hd.ijycnd.com/play/Qe1oQ8Vb/index.m3u8
动作片-冰雪大围捕,https://hd.ijycnd.com/play/negq60Gb/index.m3u8
动作片-猛虎3,https://hd.ijycnd.com/play/6dBM1n2b/index.m3u8
动作片-地狱2,https://hd.ijycnd.com/play/QdJnYwvd/index.m3u8
动作片-谍影追凶,https://hd.ijycnd.com/play/wdLpJjWd/index.m3u8
动作片-步兵的崛起 复仇,https://hd.ijycnd.com/play/9avM88Ve/index.m3u8
动作片-敢死队4：最终章,https://hd.ijycnd.com/play/wdLpZLXd/index.m3u8
动作片-林北小舞,https://hd.ijycnd.com/play/9avMlY0e/index.m3u8
动作片-反恐特战队：清盘行动,https://hd.ijycnd.com/play/9avM2J5e/index.m3u8
动作片-三不管,https://hd.ijycnd.com/play/7ax0kLBa/index.m3u8
动作片-刀剑乱舞电影版2,https://hd.ijycnd.com/play/6dBGzzke/index.m3u8
动作片-黑夜传说3：狼族崛起,https://hd.ijycnd.com/play/9av6Oqra/index.m3u8
动作片-黑夜传说5：血战,https://hd.ijycnd.com/play/6dBGx4Ye/index.m3u8
动作片-夺命营救,https://hd.ijycnd.com/play/zbqWGxDe/index.m3u8
动作片-黑金古殿,https://hd.ijycnd.com/play/xe7qEmrb/index.m3u8
动作片-怪物猎人,https://hd.ijycnd.com/play/QdJkvEge/index.m3u8
动作片-静夜厮杀,https://hd.ijycnd.com/play/QdJkoJPe/index.m3u8
动作片-厨娘杀手,https://hd.ijycnd.com/play/9av601ma/index.m3u8
动作片-热血,https://hd.ijycnd.com/play/zbqWB32e/index.m3u8
动作片-夺命局,https://hd.ijycnd.com/play/Le3m88Mb/index.m3u8
动作片-斗破苍穹·止戈,https://hd.ijycnd.com/play/7e5oG3Ab/index.m3u8
动作片-雷霆扫毒,https://hd.ijycnd.com/play/6dBGMPXe/index.m3u8
动作片-盛大对决,https://hd.ijycnd.com/play/6dBGGrxe/index.m3u8
动作片-印尼黑帮,https://hd.ijycnd.com/play/PdRvVPYd/index.m3u8
动作片-生死交锋 2023,https://hd.ijycnd.com/play/ZdPqp0we/index.m3u8
动作片-家庭计划,https://hd.ijycnd.com/play/xe7qzlGb/index.m3u8
动作片-杀手之王 2023,https://hd.ijycnd.com/play/QdJrE3Kd/index.m3u8
动作片-破冰,https://hd.ijycnd.com/play/zbqW6lre/index.m3u8
动作片-快枪查理,https://hd.ijycnd.com/play/wdLmnnve/index.m3u8
动作片-饥饿游戏：鸣鸟与蛇之歌,https://hd.ijycnd.com/play/7axWoPJe/index.m3u8
动作片-反斗神鹰2,https://hd.ijycnd.com/play/zbqW25pe/index.m3u8
动作片-反斗神鹰,https://hd.ijycnd.com/play/QdJqM9bO/index.m3u8
动作电影05,#genre#
动作片-里奥,https://hd.ijycnd.com/play/kazgPG7b/index.m3u8
动作片-假面骑士极狐：4位王者与黑狐,https://hd.ijycnd.com/play/vbm9B9Rb/index.m3u8
动作片-走到尽头,https://hd.ijycnd.com/play/NbW944xe/index.m3u8
动作片-猎豹行动2002,https://hd.ijycnd.com/play/9avp3q0d/index.m3u8
动作片-不速之人,https://hd.ijycnd.com/play/mbk0nExd/index.m3u8
动作片-奋斗吧！橄榄姬,https://hd.ijycnd.com/play/Qe1vOr3a/index.m3u8
动作片-霸刀,https://hd.ijycnd.com/play/7axr0EEd/index.m3u8
动作片-玩命快递,https://hd.ijycnd.com/play/5xe7LAa7/index.m3u8
动作片-93国际列车大劫案：莫斯科行动,https://hd.ijycnd.com/play/6dBYYD2b/index.m3u8
动作片-杀手之王,https://hd.ijycnd.com/play/QdJrE3Kd/index.m3u8
动作片-夺命狙击3破晓,https://hd.ijycnd.com/play/NbW90VXe/index.m3u8
动作片-绝色保镖,https://hd.ijycnd.com/play/Le3xrMQa/index.m3u8
动作片-毒战,https://hd.ijycnd.com/play/mbk0X9Ed/index.m3u8
动作片-毒战2,https://hd.ijycnd.com/play/9avpLXXd/index.m3u8
动作片-极品飞车,https://hd.ijycnd.com/play/J0dNk6eL/index.m3u8
动作片-疾速反击,https://hd.ijycnd.com/play/Qe1vY10a/index.m3u8
动作片-杀她,https://hd.ijycnd.com/play/NbW9QMoe/index.m3u8
